fighter1,fighter2,win,reach_diff,height_diff,age_diff,slpm_diff,td_avg_diff,strike_acc_diff,td_acc_diff,sapm_diff,td_def_diff,strike_def_diff,sub_avg_diff,total_wins_diff,total_losses_diff,total_draws_diff,ufc_wins_diff,ufc_losses_diff,ufc_nc_diff
Leonardo Santos,Adriano Martins,1,3.0,5.079999999999984,-2.861054072553046,1.0199999999999998,0.050000000000000044,8.0,-55.0,1.2599999999999998,5.0,-11.0,-0.2,-10.0,-2.0,1.0,0.0,0.0,4.0
Sam Alvey,Alex Nicholson,1,-2.0,-5.079999999999984,-3.9890485968514717,-0.8400000000000003,0.06,1.0,14.0,-1.0200000000000005,32.0,5.0,-0.4,26.0,14.0,1.0,0.0,0.0,20.0
Douglas Silva de Andrade,Henry Briones,1,-1.0,-2.539999999999992,4.6652977412731005,0.18999999999999995,0.61,-4.0,46.0,-0.6899999999999995,18.0,5.0,-0.39999999999999997,13.0,-3.0,-1.0,0.0,0.0,7.0
Erick Montano,Max Griffin,0,-3.0,2.539999999999992,-0.02737850787132101,-1.2999999999999998,0.81,-5.0,-5.0,-1.88,-3.0,7.0,-0.3,-12.0,-5.0,0.0,0.0,0.0,-12.0
Joe Soto,Marco Beltran,1,-4.0,-5.079999999999984,0.8432580424366872,1.29,0.15000000000000002,4.0,-29.0,3.4400000000000004,24.0,4.0,1.7,10.0,1.0,0.0,0.0,0.0,2.0
Erik Perez,Felipe Arantes,1,-5.0,0.0,1.7768651608487338,0.79,2.23,-5.0,8.0,-0.5700000000000003,28.0,2.0,-0.49999999999999994,-1.0,-4.0,-1.0,0.0,0.0,-3.0
Alexa Grasso,Heather Clark,1,2.0,-2.5400000000000205,12.8870636550308,0.98,0.07999999999999996,-6.0,41.0,-1.67,-21.0,8.0,0.3,9.0,-3.0,1.0,0.0,0.0,9.0
Beneil Dariush,Rashid Magomedov,1,2.0,2.5400000000000205,4.432580424366872,-0.6100000000000003,1.2399999999999998,0.0,-23.0,-0.41999999999999993,-9.0,4.0,0.7,2.0,3.0,1.0,0.0,0.0,16.0
Claudio Puelles,Martin Bravo,0,1.0,5.0800000000000125,2.5817932922655715,-5.84,-0.18999999999999995,10.0,-5.0,-2.7899999999999996,-25.0,-4.0,1.4,2.0,0.0,0.0,0.0,0.0,3.0
Charles Oliveira,Ricardo Lamas,0,3.0,5.0800000000000125,7.408624229979466,0.41000000000000014,0.47999999999999976,6.0,7.0,0.31999999999999984,9.0,-6.0,1.8000000000000003,14.0,1.0,0.0,0.0,0.0,15.0
Diego Sanchez,Marcin Held,1,1.0,2.5400000000000205,-10.047912388774812,1.28,-0.95,3.0,-22.0,1.0,9.0,9.0,-0.5,8.0,6.0,0.0,0.0,0.0,28.0
Tony Ferguson,Rafael Dos Anjos,1,6.0,7.6200000000000045,-0.70362765229295,1.4600000000000004,-1.5899999999999999,-2.0,0.0,1.0699999999999998,10.0,-4.0,0.30000000000000004,-6.0,-6.0,0.0,0.0,0.0,-12.0
Danny Roberts,Mike Perry,0,3.0,7.619999999999976,-4.172484599589322,-1.1400000000000001,-0.5700000000000001,-8.0,-31.0,-1.4300000000000002,-21.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,-1.0
Marc Diakiese,Lukasz Sajewski,1,2.0,5.0800000000000125,2.299794661190965,0.6299999999999999,2.3099999999999996,5.0,19.0,-1.15,2.0,-4.0,0.0,3.0,4.0,0.0,0.0,0.0,11.0
Leon Edwards,Albert Tumenov,1,1.0,7.6200000000000045,-0.33675564681724846,-0.96,1.06,11.0,13.0,-0.94,-6.0,-5.0,0.3,3.0,-1.0,0.0,0.0,0.0,8.0
Damian Stasiak,Davey Grant,1,1.0,-7.6200000000000045,4.175222450376454,-2.9099999999999993,1.3800000000000001,-6.0,-6.0,-0.7199999999999998,-18.0,-3.0,0.39999999999999997,-5.0,-1.0,0.0,0.0,0.0,-6.0
Iuri Alcantara,Brad Pickett,1,3.0,7.619999999999976,1.8617385352498288,-0.2999999999999998,-1.0300000000000002,14.0,18.0,-1.8399999999999999,2.0,-6.0,0.4,10.0,-4.0,0.0,0.0,0.0,4.0
Mirsad Bektic,Russell Doane,1,0.0,2.539999999999992,4.511978097193703,0.6800000000000002,1.87,1.0,7.0,0.1200000000000001,40.0,4.0,-0.4,-2.0,-4.0,0.0,0.0,0.0,2.0
Stefan Struve,Daniel Omielanczuk,1,10.0,27.939999999999998,5.467488021902806,0.03000000000000025,0.0,-10.0,20.0,0.75,-13.0,-1.0,1.5999999999999999,14.0,5.0,-1.0,0.0,0.0,15.0
Jimi Manuwa,Ovince Saint Preux,1,-1.0,-5.0800000000000125,-3.134839151266256,0.7200000000000002,-0.6199999999999999,7.0,-20.0,0.8300000000000001,4.0,3.0,-0.09999999999999998,-9.0,-11.0,0.0,0.0,0.0,-14.0
Gegard Mousasi,Vitor Belfort,1,2.0,5.0800000000000125,8.334017796030116,2.16,0.5700000000000001,4.0,0.0,-1.62,6.0,18.0,0.5000000000000001,16.0,-8.0,2.0,0.0,0.0,-14.0
Michael Bisping,Dan Henderson,1,1.0,5.079999999999984,8.514715947980836,1.8900000000000001,-0.47,-9.0,-9.0,0.009999999999999787,6.0,14.0,0.0,-2.0,-6.0,0.0,0.0,0.0,11.0
Ion Cutelaba,Jonathan Wilson,1,0.0,-2.5400000000000205,6.412046543463381,1.71,4.38,-5.0,-42.0,-2.3600000000000003,-3.0,-8.0,0.0,10.0,6.0,1.0,0.0,0.0,11.0
Tamdan McCrory,Nate Marquardt,0,2.0,10.159999999999997,7.545516769336071,-0.6400000000000001,0.4099999999999997,0.0,-1.0,-0.7199999999999998,-37.0,-9.0,1.7,-21.0,-14.0,-2.0,0.0,0.0,-16.0
Keita Nakamura,Elizeu Zaleski dos Santos,0,0.0,0.0,-2.5544147843942504,-2.2500000000000004,1.18,-5.0,34.0,0.10000000000000009,-2.0,0.0,-0.10000000000000003,10.0,3.0,2.0,0.0,0.0,-2.0
Shamil Abdurakhimov,Walt Harris,1,-1.0,-5.079999999999984,-1.7686516084873374,-0.6399999999999997,0.72,5.0,-5.0,-0.31000000000000005,-25.0,1.0,0.0,7.0,-2.0,0.0,0.0,0.0,-5.0
Andre Fili,Hacran Dias,1,5.0,7.6200000000000045,6.023271731690623,1.75,-0.2799999999999998,-4.0,8.0,0.8199999999999998,-7.0,-4.0,-0.2,-1.0,4.0,-1.0,0.0,0.0,12.0
Joachim Christensen,Henrique da Silva,0,0.0,0.0,-10.817248459958932,-0.11000000000000032,-0.25,-19.0,-14.0,-1.9900000000000002,-22.0,6.0,-0.2,0.0,1.0,0.0,0.0,0.0,-2.0
Brandon Moreno,Louis Smolka,1,2.0,-5.079999999999984,2.3956194387405887,-0.8700000000000001,0.040000000000000036,-4.0,10.0,-0.7100000000000004,32.0,3.0,-1.3,4.0,-2.0,2.0,0.0,0.0,-2.0
Joshua Burkman,Zak Ottow,0,0.0,-2.539999999999992,-6.699520876112252,0.06000000000000005,1.5599999999999998,7.0,7.0,0.3999999999999999,15.0,-7.0,-0.10000000000000003,11.0,9.0,0.0,0.0,0.0,11.0
Alex Oliveira,Will Brooks,1,4.0,2.539999999999992,1.3716632443531827,-1.2699999999999996,0.27,-8.0,-13.0,0.009999999999999787,-19.0,-10.0,0.3,4.0,8.0,1.0,0.0,0.0,18.0
John Dodson,John Lineker,0,-1.0,0.0,-5.708418891170431,-2.16,0.1499999999999999,0.0,-30.0,-0.6899999999999995,15.0,5.0,-0.6,-9.0,3.0,0.0,0.0,0.0,1.0
Hector Urbina,Vicente Luque,0,-2.0,0.0,-4.1943874058863795,-4.2,-1.04,-14.0,-60.0,-2.7100000000000004,-24.0,-13.0,3.0999999999999996,-5.0,1.0,0.0,0.0,0.0,-17.0
Alan Patrick,Stevie Ray,1,4.0,2.539999999999992,-6.683093771389459,-1.91,2.26,-4.0,-13.0,0.020000000000000018,-12.0,-11.0,-0.3,-8.0,-5.0,0.0,0.0,0.0,-1.0
Luan Chagas,Erick Silva,0,1.0,0.0,8.988364134154688,1.6600000000000001,-0.53,-1.0,-23.0,-0.9899999999999998,29.0,13.0,-1.0999999999999999,-4.0,-6.0,1.0,0.0,0.0,-11.0
Jussier Formiga,Dustin Ortiz,1,2.0,0.0,-3.698836413415469,-1.52,-1.1899999999999997,-5.0,-1.0,0.16999999999999993,35.0,8.0,0.5,4.0,0.0,0.0,0.0,0.0,2.0
Rani Yahya,Michinori Tanaka,1,0.0,2.5400000000000205,-6.05886379192334,-0.3799999999999999,0.45999999999999996,0.0,-6.0,-0.21999999999999997,-19.0,0.0,1.7,17.0,8.0,1.0,0.0,0.0,15.0
Michel Prazeres,Gilbert Burns,1,-4.0,-10.159999999999997,-4.985626283367557,-0.98,1.99,-1.0,1.0,-0.8300000000000001,0.0,3.0,0.09999999999999998,4.0,-2.0,0.0,0.0,0.0,-7.0
Mike de la Torre,Godofredo Pepey,0,-2.0,10.159999999999997,-0.7748117727583846,0.8900000000000001,-0.010000000000000009,1.0,9.0,1.52,48.0,4.0,-1.5,1.0,1.0,0.0,0.0,0.0,-4.0
Eric Spicely,Thiago Santos,1,-3.0,-2.5400000000000205,2.726899383983573,-0.010000000000000231,0.43000000000000005,-3.0,-13.0,3.15,10.0,2.0,0.9,-10.0,-5.0,0.0,0.0,0.0,-17.0
Francisco Trinaldo,Paul Felder,1,0.0,-5.0800000000000125,-5.670088980150582,-0.5700000000000003,0.69,1.0,14.0,-0.77,-4.0,12.0,0.3,11.0,3.0,0.0,0.0,0.0,11.0
Roy Nelson,Antonio Silva,1,-9.0,-10.159999999999997,-3.2334017796030117,-0.71,0.31999999999999995,-9.0,-2.0,1.7000000000000002,-1.0,-4.0,-0.7000000000000001,3.0,2.0,-1.0,0.0,0.0,8.0
Renan Barao,Phillipe Nover,1,-2.0,-7.619999999999976,2.9924709103353866,1.9899999999999998,0.5,1.0,13.0,1.42,47.0,1.0,-0.19999999999999996,23.0,1.0,-1.0,0.0,0.0,10.0
Lina Lansberg,Cristiane Justino,0,-3.0,-2.539999999999992,-3.323750855578371,-4.59,-0.14,3.0,-28.0,1.62,-47.0,-20.0,-0.30000000000000004,-11.0,6.0,0.0,0.0,0.0,4.0
Randy Brown,Erick Montano,1,5.0,7.6200000000000045,4.632443531827516,1.5899999999999999,-1.49,3.0,3.0,1.27,8.0,-10.0,0.5,10.0,0.0,0.0,0.0,0.0,13.0
Joey Gomez,Jose Quinonez,0,2.0,5.0800000000000125,-0.9117043121149897,0.1299999999999999,-0.7000000000000002,4.0,-19.0,0.33000000000000007,-42.0,-14.0,-0.6,-2.0,-4.0,0.0,0.0,0.0,-7.0
Joey Gomez,Jose Quinonez,0,4.0,5.0800000000000125,-4.0191649555099245,-1.1600000000000001,-2.08,-17.0,53.0,1.46,8.0,-9.0,-0.6,-3.0,-3.0,0.0,0.0,0.0,-7.0
Augusto Montano,Belal Muhammad,0,1.0,5.079999999999984,-3.704312114989733,-1.0899999999999999,-1.98,3.0,-35.0,-0.98,-27.0,-1.0,-0.2,-8.0,0.0,0.0,0.0,0.0,-15.0
Gabriel Benitez,Sam Sicilia,1,4.0,0.0,2.3682409308692676,2.33,-1.18,8.0,7.0,0.5,-12.0,6.0,0.20000000000000007,8.0,3.0,0.0,0.0,0.0,1.0
Chas Skelly,Maximo Blanco,1,1.0,7.6200000000000045,1.568788501026694,-2.1000000000000005,-0.1100000000000001,-4.0,-2.0,0.020000000000000018,-24.0,-17.0,1.9999999999999998,7.0,-5.0,-1.0,0.0,0.0,3.0
Islam Makhachev,Chris Wade,1,0.0,0.0,4.073921971252567,0.76,0.5699999999999998,7.0,9.0,-0.48,35.0,10.0,-0.10000000000000009,13.0,-2.0,0.0,0.0,0.0,8.0
Roan Carneiro,Kenny Robertson,1,2.0,2.539999999999992,-5.702943189596167,-2.2600000000000002,1.6799999999999997,-1.0,16.0,-1.2,26.0,10.0,0.5999999999999999,6.0,6.0,0.0,0.0,0.0,0.0
Evan Dunham,Ricky Glenn,1,0.0,-5.079999999999984,-7.315537303216975,1.3900000000000001,1.27,-4.0,20.0,-0.5599999999999996,11.0,10.0,0.6,-4.0,1.0,-1.0,0.0,0.0,11.0
Derek Brunson,Uriah Hall,1,-2.0,2.539999999999992,-0.5722108145106092,0.2799999999999998,2.6,-1.0,-5.0,-0.8000000000000003,21.0,-3.0,0.5,5.0,-2.0,0.0,0.0,0.0,2.0
Michael Johnson,Dustin Poirier,1,1.0,2.5400000000000205,-2.628336755646817,-1.21,-0.9000000000000001,-11.0,2.0,-0.3899999999999997,17.0,5.0,-1.0999999999999999,-7.0,11.0,0.0,0.0,0.0,-1.0
Drew Dober,Jason Gonzalez,1,-4.0,-15.240000000000009,-1.3607118412046544,1.52,0.68,1.0,17.0,1.33,26.0,-7.0,-0.9,16.0,7.0,0.0,0.0,0.0,18.0
Brad Tavares,Caio Magalhaes,1,1.0,0.0,0.019164955509924708,1.1099999999999999,-0.24,3.0,11.0,0.25,24.0,0.0,-1.6,10.0,6.0,0.0,0.0,0.0,16.0
Jessica Eye,Bethe Correia,0,2.0,2.5400000000000205,3.0965092402464065,-0.5100000000000002,0.18999999999999995,-6.0,22.0,-0.7399999999999993,-28.0,-1.0,0.5,4.0,5.0,-1.0,0.0,0.0,4.0
Jessica Andrade,Joanne Wood,1,-3.0,-12.700000000000017,5.754962354551677,-0.25,0.97,-1.0,0.0,0.6200000000000001,11.0,3.0,0.10000000000000003,8.0,4.0,0.0,0.0,0.0,9.0
Urijah Faber,Jimmie Rivera,0,-1.0,5.0800000000000125,-10.127310061601642,-1.3800000000000003,0.66,0.0,3.0,-1.31,-34.0,4.0,0.7000000000000001,12.0,6.0,0.0,0.0,0.0,7.0
Mickey Gall,CM Punk,1,1.0,2.5400000000000205,13.240246406570842,1.8399999999999999,0.33999999999999997,23.0,19.0,-0.6200000000000001,36.0,9.0,1.9,7.0,4.0,0.0,0.0,0.0,9.0
Travis Browne,Fabricio Werdum,0,2.0,5.0800000000000125,4.963723477070499,-0.6599999999999997,-0.54,-11.0,37.0,1.6699999999999995,44.0,-13.0,-1.0,-6.0,-2.0,0.0,0.0,0.0,-1.0
Stipe Miocic,Alistair Overeem,1,0.0,0.0,2.2559890485968515,1.1500000000000004,0.44000000000000017,-11.0,-21.0,1.38,-5.0,-3.0,-0.8,-27.0,-15.0,0.0,0.0,0.0,-2.0
Jack Hermansson,Scott Askham,1,2.0,-5.0800000000000125,0.057494866529774126,2.1,1.22,-2.0,11.0,0.16999999999999993,10.0,3.0,-0.29999999999999993,9.0,4.0,0.0,0.0,0.0,10.0
Leandro Issa,Taylor Lapilus,0,-4.0,2.539999999999992,-8.553045859000685,-2.0999999999999996,1.93,-10.0,-18.0,0.8999999999999999,-31.0,-4.0,0.7,-6.0,3.0,0.0,0.0,0.0,0.0
Ashlee Evans-Smith,Veronica Hardy,1,3.0,10.159999999999997,-8.309377138945928,0.6800000000000002,-0.3900000000000001,-12.0,-18.0,0.20999999999999996,-5.0,8.0,-0.5,-1.0,2.0,-1.0,0.0,0.0,3.0
Peter Sobotta,Nicolas Dalby,1,1.0,2.539999999999992,2.1519507186858315,-1.79,0.3500000000000001,-3.0,1.0,-0.4900000000000002,15.0,6.0,0.4,-5.0,3.0,0.0,0.0,0.0,-1.0
Nick Hein,Tae Hyun Bang,1,-5.0,-7.619999999999976,1.0266940451745379,-0.07000000000000028,0.37,-3.0,0.0,1.54,26.0,-7.0,-0.5,-4.0,-5.0,0.0,0.0,0.0,3.0
Ryan Bader,Ilir Latifi,1,1.0,10.159999999999997,0.8596851471594799,0.77,1.2600000000000002,-2.0,9.0,-1.5400000000000003,-20.0,15.0,0.10000000000000003,6.0,-4.0,0.0,0.0,0.0,4.0
Jan Blachowicz,Alexander Gustafsson,0,-1.0,-7.619999999999976,-3.890485968514716,-0.6200000000000001,-0.43999999999999995,10.0,11.0,-0.6199999999999997,-15.0,2.0,-0.10000000000000003,11.0,2.0,1.0,0.0,0.0,2.0
Andrei Arlovski,Josh Barnett,0,-1.0,0.0,1.2347707049965777,0.5799999999999996,-0.87,-5.0,-19.0,1.0900000000000003,21.0,0.0,-1.2,-1.0,14.0,0.0,0.0,0.0,30.0
Chad Laprise,Thibault Gouti,1,-1.0,0.0,-0.5995893223819302,1.1,-0.17999999999999994,8.0,-26.0,-2.05,-5.0,15.0,-0.3,1.0,-1.0,0.0,0.0,0.0,4.0
Shane Campbell,Felipe Silva,0,-6.0,0.0,2.704996577686516,-1.4100000000000001,0.3600000000000001,9.0,-72.0,1.39,11.0,-4.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0
Garreth McLellan,Alessio Di Chirico,0,-2.0,2.539999999999992,-7.279945242984257,0.2400000000000002,-0.31000000000000005,15.0,-17.0,-0.5,-49.0,-16.0,0.9,0.0,-1.0,0.0,0.0,0.0,-6.0
Kyle Bochniak,Enrique Barzola,1,0.0,0.0,-2.2258726899383983,-1.2800000000000002,-3.0600000000000005,-10.0,-30.0,2.14,-4.0,-10.0,-0.3,-9.0,0.0,-2.0,0.0,0.0,-3.0
Kevin Casey,Sam Alvey,0,2.0,-7.6200000000000045,-4.889801505817933,-1.0099999999999998,0.73,9.0,8.0,0.1299999999999999,-55.0,-6.0,0.30000000000000004,-24.0,-13.0,1.0,0.0,0.0,-17.0
Joe Lauzon,Jim Miller,0,0.0,5.0800000000000125,0.7282683093771389,-0.020000000000000018,0.8300000000000001,-2.0,2.0,2.3099999999999996,6.0,-4.0,0.19999999999999996,-8.0,-1.0,0.0,0.0,0.0,-15.0
Bec Rawlings,Paige VanZant,0,-1.0,5.0800000000000125,-5.117043121149897,1.1300000000000003,-0.56,-10.0,7.0,3.04,34.0,15.0,-0.6,-1.0,3.0,0.0,0.0,0.0,-2.0
Anthony Pettis,Charles Oliveira,1,-2.0,0.0,-2.7214236824093088,-0.4900000000000002,-1.71,-6.0,10.0,0.25,5.0,3.0,-1.6,-10.0,1.0,0.0,0.0,0.0,-12.0
Carlos Condit,Demian Maia,0,3.0,2.5400000000000205,6.469541409993155,1.86,-1.9000000000000004,-4.0,22.0,0.6000000000000001,-23.0,-8.0,0.0,4.0,3.0,0.0,0.0,0.0,-14.0
Max Griffin,Colby Covington,0,4.0,0.0,-2.2313483915126624,-0.009999999999999787,-2.57,10.0,-4.0,0.8900000000000001,-3.0,2.0,0.09999999999999998,2.0,7.0,0.0,0.0,0.0,0.0
Neil Magny,Lorenz Larkin,0,8.0,10.159999999999997,0.9144421629021219,-0.07999999999999963,1.9500000000000002,0.0,-2.0,-0.3400000000000003,-24.0,-10.0,0.19999999999999998,10.0,6.0,0.0,0.0,0.0,21.0
Randa Markos,Cortney Casey,0,-4.0,-7.6200000000000045,-1.73305954825462,-1.3199999999999998,0.7300000000000001,4.0,-3.0,-0.8999999999999999,13.0,3.0,-0.3,1.0,2.0,1.0,0.0,0.0,3.0
Elizabeth Phillips,Raquel Pennington,0,-2.0,-2.539999999999992,-2.0451745379876796,-1.4199999999999995,-0.18000000000000005,-17.0,-2.0,-0.27,-10.0,-4.0,-0.39999999999999997,-9.0,-3.0,0.0,0.0,0.0,-13.0
Takeya Mizugaki,Cody Garbrandt,0,4.0,-2.539999999999992,-7.5564681724846,0.3700000000000001,0.33000000000000007,-3.0,23.0,-0.6200000000000001,-8.0,-4.0,0.1,8.0,6.0,2.0,0.0,0.0,1.0
Tim Means,Sabah Homasi,1,3.0,5.0800000000000125,-4.662559890485968,0.11999999999999922,-1.64,1.0,-8.0,-3.2600000000000002,-1.0,13.0,0.2,22.0,7.0,1.0,0.0,0.0,25.0
Mike Perry,Hyun Gyu Lim,1,-6.0,-12.699999999999989,6.661190965092403,-0.1299999999999999,0.5800000000000001,6.0,-60.0,0.08999999999999986,5.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,8.0
Rick Story,Donald Cerrone,0,-2.0,-10.159999999999997,1.4182067077344285,-0.6100000000000003,1.3699999999999999,-5.0,15.0,-2.3100000000000005,-10.0,9.0,-0.29999999999999993,-17.0,-8.0,0.0,0.0,0.0,-19.0
Anthony Johnson,Glover Teixeira,1,2.0,0.0,4.355920602327173,-0.48,0.3200000000000003,-2.0,24.0,-2.5999999999999996,17.0,9.0,-0.30000000000000004,-11.0,-3.0,0.0,0.0,0.0,-4.0
Conor McGregor,Nate Diaz,1,-2.0,-7.6200000000000045,3.24435318275154,0.75,-0.38,4.0,25.0,0.8900000000000001,25.0,2.0,-1.2,0.0,-7.0,0.0,0.0,0.0,-13.0
Cub Swanson,Tatsuya Kawajiri,1,1.0,2.539999999999992,5.486652977412731,2.66,-2.54,6.0,4.0,1.83,-2.0,9.0,-0.7000000000000001,-7.0,2.0,-2.0,0.0,0.0,17.0
Viktor Pesta,Marcin Tybura,0,-1.0,0.0,4.678986995208761,-1.9699999999999998,1.9000000000000001,-12.0,-5.0,-0.81,21.0,1.0,-0.1,-14.0,-4.0,0.0,0.0,0.0,-13.0
Court McGee,Dominique Steele,1,1.0,2.539999999999992,-3.1238877481177276,2.31,-1.0600000000000003,-12.0,-17.0,1.2600000000000002,-7.0,10.0,0.4,8.0,3.0,0.0,0.0,0.0,16.0
Maryna Moroz,Danielle Taylor,1,7.0,17.78,1.8699520876112252,1.4000000000000004,0.47000000000000003,2.0,2.0,1.1099999999999999,-25.0,-18.0,0.49999999999999994,2.0,1.0,0.0,0.0,0.0,6.0
Frankie Saenz,Eddie Wineland,0,-3.0,-2.539999999999992,-3.871321013004791,0.54,1.4,18.0,-2.0,-0.2599999999999998,-25.0,-16.0,0.0,-11.0,-9.0,-1.0,0.0,0.0,-6.0
Zak Cummings,Santiago Ponzinibbio,0,2.0,0.0,-2.1492128678986995,-1.9400000000000004,0.14,-6.0,-2.0,-1.7599999999999998,6.0,-6.0,0.6,-5.0,0.0,0.0,0.0,0.0,-3.0
Chris Camozzi,Thales Leites,0,-3.0,2.5400000000000205,5.204654346338125,1.44,-1.83,4.0,-8.0,-0.03000000000000025,27.0,4.0,-0.6000000000000001,-4.0,4.0,0.0,0.0,0.0,-2.0
Dennis Bermudez,Rony Jason,1,-7.0,-2.539999999999992,2.729637234770705,2.38,3.3000000000000003,2.0,10.0,-0.07000000000000028,46.0,6.0,0.30000000000000004,3.0,2.0,0.0,0.0,0.0,8.0
Yair Rodriguez,Alex Caceres,1,-2.0,2.539999999999992,4.295687885010267,0.46999999999999975,0.16999999999999993,-4.0,-40.0,1.1400000000000001,-5.0,-12.0,0.0,-5.0,-10.0,0.0,0.0,0.0,-15.0
Wilson Reis,Hector Sandoval,1,1.0,5.079999999999984,-1.5304585900068446,-1.48,1.6600000000000001,-23.0,17.0,0.71,-24.0,-10.0,-0.7999999999999999,9.0,6.0,0.0,0.0,0.0,9.0
Damian Grabowski,Anthony Hamilton,0,-1.0,-10.159999999999997,0.07665982203969883,0.08999999999999986,-2.62,-29.0,-42.0,4.630000000000001,-78.0,6.0,0.0,5.0,-4.0,0.0,0.0,0.0,-7.0
Ross Pearson,Jorge Masvidal,0,-5.0,-7.6200000000000045,-0.12867898699520877,-0.36999999999999966,-0.6399999999999999,-7.0,-24.0,1.04,3.0,-2.0,-0.3,-15.0,-1.0,0.0,0.0,0.0,4.0
Ed Herman,Nikita Krylov,0,0.0,-5.0800000000000125,-11.427789185489392,-1.0699999999999998,-0.33000000000000007,-7.0,9.0,1.2399999999999998,6.0,-2.0,-0.3999999999999999,-3.0,7.0,0.0,0.0,0.0,8.0
Fredy Serrano,Ryan Benoit,0,-3.0,-5.079999999999984,-9.924709103353868,-1.2999999999999998,2.5599999999999996,-13.0,3.0,-1.76,12.0,3.0,-0.4,-7.0,-6.0,0.0,0.0,0.0,-5.0
Erik Perez,Francisco Rivera,1,-2.0,0.0,8.114989733059549,-0.9100000000000001,2.1500000000000004,-1.0,-8.0,-1.0700000000000003,1.0,-2.0,-0.39999999999999997,6.0,-1.0,0.0,0.0,0.0,-2.0
Jake Ellenberger,Matt Brown,1,-4.0,-7.6200000000000045,4.210814510609172,-1.2899999999999996,0.3600000000000001,-16.0,1.0,-0.08999999999999986,23.0,5.0,-0.9,5.0,-4.0,0.0,0.0,0.0,-9.0
Karolina Kowalkiewicz,Rose Namajunas,1,-1.0,-5.079999999999984,-6.704996577686516,2.2399999999999998,-1.13,3.0,-22.0,2.02,14.0,-3.0,-0.39999999999999997,4.0,1.0,0.0,0.0,0.0,2.0
Tyron Woodley,Robbie Lawler,1,0.0,-5.0800000000000125,0.049281314168377825,-1.4900000000000002,0.41000000000000003,1.0,-24.0,-1.9100000000000001,22.0,-5.0,0.4,-11.0,-9.0,1.0,0.0,0.0,-9.0
Jim Alers,Jason Knight,0,0.0,-2.5400000000000205,-5.749486652977413,-0.050000000000000266,0.9499999999999997,7.0,10.0,1.3599999999999999,33.0,5.0,-1.4,-7.0,-2.0,0.0,0.0,0.0,-5.0
James Moontasri,Alex Oliveira,0,-5.0,-2.539999999999992,0.13415468856947296,-0.6000000000000001,-2.35,-3.0,-38.0,1.31,16.0,-6.0,-0.39999999999999997,-13.0,-7.0,-1.0,0.0,0.0,-16.0
Kamaru Usman,Alexander Yakovlev,1,2.0,-7.6200000000000045,2.811772758384668,2.62,1.16,5.0,10.0,0.33000000000000007,17.0,-4.0,0.0,-4.0,-6.0,-1.0,0.0,0.0,9.0
Godofredo Pepey,Darren Elkins,0,2.0,-7.6200000000000045,3.1266255989048597,-1.12,-2.48,0.0,-28.0,-0.040000000000000036,-21.0,-5.0,0.3999999999999999,-15.0,-5.0,0.0,0.0,0.0,-17.0
Felice Herrig,Kailin Curran,1,0.0,0.0,-6.5598904859685145,-0.050000000000000266,-0.9199999999999999,-6.0,-29.0,0.4400000000000004,14.0,-5.0,0.20000000000000007,10.0,5.0,0.0,0.0,0.0,3.0
Bojan Mihajlovic,Francis Ngannou,0,-10.0,-12.699999999999989,-6.433949349760438,-1.1,-0.76,-6.0,-62.0,3.79,-38.0,6.0,-0.3,-7.0,3.0,0.0,0.0,0.0,-11.0
Edson Barboza,Gilbert Melendez,1,2.0,5.0800000000000125,3.7782340862423,0.7399999999999998,-1.16,12.0,9.0,1.81,4.0,-6.0,-0.1,2.0,3.0,0.0,0.0,0.0,22.0
Valentina Shevchenko,Holly Holm,1,-3.0,-7.6200000000000045,6.3874058863791925,0.06999999999999984,1.6600000000000001,12.0,33.0,-0.6800000000000002,-7.0,6.0,0.30000000000000004,8.0,-2.0,1.0,0.0,0.0,1.0
Rani Yahya,Matthew Lopez,1,-2.0,-2.539999999999992,-2.3572895277207393,-1.5399999999999998,-0.45999999999999996,-13.0,-28.0,-1.96,-47.0,-5.0,0.5999999999999999,18.0,7.0,1.0,0.0,0.0,14.0
Scott Holtzman,Cody Pfister,1,-4.0,-2.5400000000000205,-6.781656399726215,2.91,-0.94,22.0,26.0,0.8600000000000003,67.0,4.0,0.2,1.0,0.0,-1.0,0.0,0.0,9.0
Eric Spicely,Sam Alvey,0,-2.0,-2.5400000000000205,0.3997262149212868,0.43000000000000016,1.25,1.0,6.0,2.09,-7.0,3.0,0.9,-21.0,-12.0,-1.0,0.0,0.0,-17.0
Katlyn Chookagian,Lauren Murphy,1,1.0,10.159999999999997,5.423682409308693,0.54,-0.76,-5.0,-10.0,-0.8399999999999999,-15.0,8.0,0.19999999999999998,2.0,-1.0,0.0,0.0,0.0,2.0
Ben Nguyen,Louis Smolka,0,-3.0,-10.159999999999997,-2.948665297741273,-1.1600000000000001,-1.44,-7.0,-2.0,-1.1000000000000005,31.0,6.0,-0.8,-1.0,-1.0,0.0,0.0,0.0,-10.0
Kyle Noke,Keita Nakamura,0,3.0,5.079999999999984,-4.177960301163586,1.0,-0.11999999999999988,14.0,6.0,-1.1100000000000003,3.0,6.0,0.5,-12.0,0.0,-1.0,0.0,0.0,1.0
